"day","month","year","cases","deaths","country","comul_rate"
6,6,2020,0,0,"New_Caledonia",0.70732113
5,6,2020,0,0,"New_Caledonia",0.70732113
4,6,2020,0,0,"New_Caledonia",0.70732113
3,6,2020,0,0,"New_Caledonia",0.70732113
2,6,2020,1,0,"New_Caledonia",0.70732113
1,6,2020,0,0,"New_Caledonia",0.35366056
31,5,2020,0,0,"New_Caledonia",0.35366056
30,5,2020,0,0,"New_Caledonia",0.35366056
29,5,2020,1,0,"New_Caledonia",0.35366056
28,5,2020,0,0,"New_Caledonia",0
27,5,2020,0,0,"New_Caledonia",0
26,5,2020,0,0,"New_Caledonia",0
25,5,2020,0,0,"New_Caledonia",0
24,5,2020,0,0,"New_Caledonia",0
23,5,2020,0,0,"New_Caledonia",0
22,5,2020,0,0,"New_Caledonia",0
21,5,2020,0,0,"New_Caledonia",0
20,5,2020,0,0,"New_Caledonia",0
19,5,2020,0,0,"New_Caledonia",0
18,5,2020,0,0,"New_Caledonia",0
17,5,2020,0,0,"New_Caledonia",0
16,5,2020,0,0,"New_Caledonia",0
15,5,2020,0,0,"New_Caledonia",0
14,5,2020,0,0,"New_Caledonia",0
13,5,2020,0,0,"New_Caledonia",0
12,5,2020,0,0,"New_Caledonia",0
11,5,2020,0,0,"New_Caledonia",0
10,5,2020,0,0,"New_Caledonia",0
9,5,2020,0,0,"New_Caledonia",0
8,5,2020,0,0,"New_Caledonia",0
7,5,2020,0,0,"New_Caledonia",0
6,5,2020,0,0,"New_Caledonia",0
5,5,2020,0,0,"New_Caledonia",0
4,5,2020,0,0,"New_Caledonia",0
3,5,2020,0,0,"New_Caledonia",0
2,5,2020,0,0,"New_Caledonia",0
1,5,2020,0,0,"New_Caledonia",0
30,4,2020,0,0,"New_Caledonia",0
29,4,2020,0,0,"New_Caledonia",0
28,4,2020,0,0,"New_Caledonia",0
27,4,2020,0,0,"New_Caledonia",0
26,4,2020,0,0,"New_Caledonia",0
25,4,2020,0,0,"New_Caledonia",0
24,4,2020,0,0,"New_Caledonia",0
23,4,2020,0,0,"New_Caledonia",0
22,4,2020,0,0,"New_Caledonia",0
21,4,2020,0,0,"New_Caledonia",0
20,4,2020,0,0,"New_Caledonia",0
19,4,2020,0,0,"New_Caledonia",0
18,4,2020,0,0,"New_Caledonia",0
17,4,2020,0,0,"New_Caledonia",0.70732113
16,4,2020,0,0,"New_Caledonia",0.70732113
15,4,2020,0,0,"New_Caledonia",0.70732113
14,4,2020,0,0,"New_Caledonia",0.70732113
13,4,2020,0,0,"New_Caledonia",1.06098169
12,4,2020,0,0,"New_Caledonia",1.06098169
11,4,2020,0,0,"New_Caledonia",1.06098169
10,4,2020,0,0,"New_Caledonia",1.06098169
9,4,2020,0,0,"New_Caledonia",1.41464225
8,4,2020,0,0,"New_Caledonia",3.18294507
7,4,2020,0,0,"New_Caledonia",3.8902662
6,4,2020,0,0,"New_Caledonia",4.59758733
5,4,2020,0,0,"New_Caledonia",4.95124789
4,4,2020,2,0,"New_Caledonia",5.65856902
3,4,2020,0,0,"New_Caledonia",5.65856902
2,4,2020,0,0,"New_Caledonia",NA
1,4,2020,0,0,"New_Caledonia",NA
31,3,2020,1,0,"New_Caledonia",NA
30,3,2020,0,0,"New_Caledonia",NA
29,3,2020,0,0,"New_Caledonia",NA
28,3,2020,0,0,"New_Caledonia",NA
27,3,2020,1,0,"New_Caledonia",NA
26,3,2020,5,0,"New_Caledonia",NA
25,3,2020,2,0,"New_Caledonia",NA
24,3,2020,2,0,"New_Caledonia",NA
23,3,2020,1,0,"New_Caledonia",NA
22,3,2020,2,0,"New_Caledonia",NA
21,3,2020,2,0,"New_Caledonia",NA
14,12,2020,0,0,"New_Zealand",0.83628437
13,12,2020,4,0,"New_Zealand",0.96172703
12,12,2020,0,0,"New_Zealand",0.87809859
11,12,2020,4,0,"New_Zealand",0.94081992
10,12,2020,0,0,"New_Zealand",1.00354125
9,12,2020,3,0,"New_Zealand",1.02444836
8,12,2020,6,0,"New_Zealand",1.1289839
7,12,2020,1,0,"New_Zealand",1.02444836
6,12,2020,0,0,"New_Zealand",1.04535546
5,12,2020,9,0,"New_Zealand",1.23351945
4,12,2020,0,0,"New_Zealand",1.17079812
3,12,2020,9,0,"New_Zealand",1.23351945
2,12,2020,1,0,"New_Zealand",1.08716968
1,12,2020,3,0,"New_Zealand",1.1289839
30,11,2020,6,0,"New_Zealand",1.14989101
29,11,2020,0,0,"New_Zealand",1.02444836
28,11,2020,3,0,"New_Zealand",1.08716968
27,11,2020,7,0,"New_Zealand",1.08716968
26,11,2020,1,0,"New_Zealand",1.02444836
25,11,2020,8,0,"New_Zealand",1.06626257
24,11,2020,1,0,"New_Zealand",0.91991281
23,11,2020,2,0,"New_Zealand",0.91991281
22,11,2020,9,0,"New_Zealand",0.96172703
21,11,2020,6,0,"New_Zealand",0.8990057
20,11,2020,3,0,"New_Zealand",0.81537726
19,11,2020,2,0,"New_Zealand",0.77356304
18,11,2020,3,0,"New_Zealand",0.77356304
17,11,2020,4,0,"New_Zealand",0.77356304
16,11,2020,0,0,"New_Zealand",0.79447015
15,11,2020,3,0,"New_Zealand",0.87809859
14,11,2020,3,0,"New_Zealand",0.85719148
13,11,2020,4,0,"New_Zealand",0.94081992
12,11,2020,3,0,"New_Zealand",0.87809859
11,11,2020,1,0,"New_Zealand",0.94081992
10,11,2020,1,0,"New_Zealand",0.96172703
9,11,2020,4,0,"New_Zealand",0.96172703
8,11,2020,6,0,"New_Zealand",0.98263414
7,11,2020,2,0,"New_Zealand",0.87809859
6,11,2020,1,0,"New_Zealand",1.06626257
5,11,2020,2,0,"New_Zealand",1.23351945
4,11,2020,3,0,"New_Zealand",1.23351945
3,11,2020,5,0,"New_Zealand",1.69347585
2,11,2020,4,0,"New_Zealand",1.60984742
1,11,2020,2,0,"New_Zealand",1.52621898
31,10,2020,7,0,"New_Zealand",1.54712609
30,10,2020,1,0,"New_Zealand",1.46349765
29,10,2020,6,0,"New_Zealand",1.52621898
28,10,2020,2,0,"New_Zealand",1.44259054
27,10,2020,1,0,"New_Zealand",1.44259054
26,10,2020,5,0,"New_Zealand",1.44259054
25,10,2020,1,0,"New_Zealand",1.33805499
24,10,2020,11,0,"New_Zealand",1.33805499
23,10,2020,9,0,"New_Zealand",1.19170523
22,10,2020,2,0,"New_Zealand",1.04535546
21,10,2020,25,0,"New_Zealand",1.06626257
20,10,2020,1,0,"New_Zealand",0.60630617
19,10,2020,0,0,"New_Zealand",0.64812039
18,10,2020,3,0,"New_Zealand",0.6690275
17,10,2020,3,0,"New_Zealand",0.71084172
16,10,2020,4,0,"New_Zealand",0.6690275
15,10,2020,2,0,"New_Zealand",0.83628437
14,10,2020,2,0,"New_Zealand",0.79447015
13,10,2020,1,0,"New_Zealand",0.77356304
12,10,2020,0,0,"New_Zealand",0.79447015
11,10,2020,1,0,"New_Zealand",0.79447015
10,10,2020,4,0,"New_Zealand",0.81537726
9,10,2020,2,0,"New_Zealand",0.77356304
8,10,2020,3,0,"New_Zealand",0.77356304
7,10,2020,3,0,"New_Zealand",0.77356304
6,10,2020,3,0,"New_Zealand",0.79447015
5,10,2020,1,0,"New_Zealand",0.73174883
4,10,2020,5,0,"New_Zealand",0.71084172
3,10,2020,1,0,"New_Zealand",0.68993461
2,10,2020,12,0,"New_Zealand",0.71084172
1,10,2020,0,0,"New_Zealand",0.4599564
30,9,2020,1,0,"New_Zealand",0.60630617
29,9,2020,2,0,"New_Zealand",0.60630617
28,9,2020,0,0,"New_Zealand",0.62721328
27,9,2020,2,0,"New_Zealand",0.64812039
26,9,2020,2,0,"New_Zealand",0.64812039
25,9,2020,2,0,"New_Zealand",0.64812039
24,9,2020,3,0,"New_Zealand",0.62721328
23,9,2020,4,0,"New_Zealand",0.64812039
22,9,2020,0,0,"New_Zealand",0.68993461
21,9,2020,0,0,"New_Zealand",0.81537726
20,9,2020,4,0,"New_Zealand",0.8990057
19,9,2020,2,0,"New_Zealand",0.98263414
18,9,2020,0,0,"New_Zealand",0.94081992
17,9,2020,7,0,"New_Zealand",1.04535546
16,9,2020,1,1,"New_Zealand",0.94081992
15,9,2020,3,0,"New_Zealand",1.02444836
14,9,2020,1,0,"New_Zealand",1.25442656
13,9,2020,2,0,"New_Zealand",1.42168343
12,9,2020,2,0,"New_Zealand",1.42168343
11,9,2020,1,0,"New_Zealand",1.65166163
10,9,2020,4,0,"New_Zealand",1.88163984
9,9,2020,6,0,"New_Zealand",1.94436116
8,9,2020,6,0,"New_Zealand",1.92345406
7,9,2020,4,0,"New_Zealand",1.94436116
6,9,2020,8,2,"New_Zealand",2.0279896
5,9,2020,0,0,"New_Zealand",1.92345406
4,9,2020,5,0,"New_Zealand",2.04889671
3,9,2020,2,0,"New_Zealand",2.17433937
2,9,2020,5,0,"New_Zealand",2.23706069
1,9,2020,14,0,"New_Zealand",2.2579678
31,8,2020,9,0,"New_Zealand",2.23706069
30,8,2020,2,0,"New_Zealand",2.23706069
29,8,2020,13,0,"New_Zealand",2.4670389
28,8,2020,12,0,"New_Zealand",2.34159624
27,8,2020,7,0,"New_Zealand",2.36250335
26,8,2020,5,0,"New_Zealand",2.59248155
25,8,2020,7,0,"New_Zealand",2.48794601
24,8,2020,8,0,"New_Zealand",2.36250335
23,8,2020,3,0,"New_Zealand",2.19524648
22,8,2020,6,0,"New_Zealand",2.13252515
21,8,2020,11,0,"New_Zealand",2.00708249
20,8,2020,5,0,"New_Zealand",1.77710429
19,8,2020,6,0,"New_Zealand",1.67256874
18,8,2020,13,0,"New_Zealand",1.58894031
17,8,2020,9,0,"New_Zealand",1.31714789
16,8,2020,13,0,"New_Zealand",1.17079812
15,8,2020,7,0,"New_Zealand",0.96172703
14,8,2020,13,0,"New_Zealand",0.85719148
13,8,2020,18,0,"New_Zealand",0.58539906
12,8,2020,0,0,"New_Zealand",0.2299782
11,8,2020,1,0,"New_Zealand",0.27179242
10,8,2020,0,0,"New_Zealand",0.27179242
9,8,2020,0,0,"New_Zealand",0.27179242
8,8,2020,0,0,"New_Zealand",0.27179242
7,8,2020,0,0,"New_Zealand",0.27179242
6,8,2020,0,0,"New_Zealand",0.29269953
5,8,2020,2,0,"New_Zealand",0.29269953
4,8,2020,0,0,"New_Zealand",0.25088531
3,8,2020,2,0,"New_Zealand",0.27179242
2,8,2020,3,0,"New_Zealand",0.25088531
1,8,2020,2,0,"New_Zealand",0.25088531
31,7,2020,0,0,"New_Zealand",0.2299782
30,7,2020,1,0,"New_Zealand",0.25088531
29,7,2020,2,0,"New_Zealand",0.25088531
28,7,2020,1,0,"New_Zealand",0.25088531
27,7,2020,0,0,"New_Zealand",0.25088531
26,7,2020,0,0,"New_Zealand",0.25088531
25,7,2020,0,0,"New_Zealand",0.27179242
24,7,2020,1,0,"New_Zealand",0.29269953
23,7,2020,0,0,"New_Zealand",0.31360664
22,7,2020,0,0,"New_Zealand",0.37632797
21,7,2020,1,0,"New_Zealand",0.39723508
20,7,2020,1,0,"New_Zealand",0.4390493
19,7,2020,3,0,"New_Zealand",0.41814219
18,7,2020,1,0,"New_Zealand",0.41814219
17,7,2020,1,0,"New_Zealand",0.39723508
16,7,2020,1,0,"New_Zealand",0.37632797
15,7,2020,2,0,"New_Zealand",0.39723508
14,7,2020,1,0,"New_Zealand",0.35542086
13,7,2020,0,0,"New_Zealand",0.33451375
12,7,2020,1,0,"New_Zealand",0.37632797
11,7,2020,1,0,"New_Zealand",0.4390493
10,7,2020,2,0,"New_Zealand",0.4599564
9,7,2020,3,0,"New_Zealand",0.4390493
8,7,2020,1,0,"New_Zealand",0.4390493
7,7,2020,3,0,"New_Zealand",0.4390493
6,7,2020,0,0,"New_Zealand",0.41814219
5,7,2020,3,0,"New_Zealand",0.4599564
4,7,2020,0,0,"New_Zealand",0.4390493
3,7,2020,0,0,"New_Zealand",0.48086351
2,7,2020,2,0,"New_Zealand",0.48086351
1,7,2020,0,0,"New_Zealand",0.4599564
30,6,2020,0,0,"New_Zealand",0.4599564
29,6,2020,2,0,"New_Zealand",0.50177062
28,6,2020,4,0,"New_Zealand",0.4599564
27,6,2020,2,0,"New_Zealand",0.37632797
26,6,2020,1,0,"New_Zealand",0.33451375
25,6,2020,3,0,"New_Zealand",0.31360664
24,6,2020,1,0,"New_Zealand",0.25088531
23,6,2020,2,0,"New_Zealand",0.2299782
22,6,2020,2,0,"New_Zealand",0.18816398
21,6,2020,2,0,"New_Zealand",0.14634977
20,6,2020,2,0,"New_Zealand",0.10453555
19,6,2020,0,0,"New_Zealand",0.06272133
18,6,2020,1,0,"New_Zealand",0.06272133
17,6,2020,0,0,"New_Zealand",0.04181422
16,6,2020,2,0,"New_Zealand",0.04181422
15,6,2020,0,0,"New_Zealand",0
14,6,2020,0,0,"New_Zealand",0
13,6,2020,0,0,"New_Zealand",0
12,6,2020,0,0,"New_Zealand",0
11,6,2020,0,0,"New_Zealand",0
10,6,2020,0,0,"New_Zealand",0
9,6,2020,0,0,"New_Zealand",0
8,6,2020,0,0,"New_Zealand",0
7,6,2020,0,0,"New_Zealand",0
6,6,2020,0,0,"New_Zealand",0
5,6,2020,0,0,"New_Zealand",0
4,6,2020,0,0,"New_Zealand",0.02090711
3,6,2020,0,0,"New_Zealand",0.02090711
2,6,2020,0,0,"New_Zealand",0.02090711
1,6,2020,0,0,"New_Zealand",0.10453555
31,5,2020,0,0,"New_Zealand",0.10453555
30,5,2020,0,0,"New_Zealand",0.12544266
29,5,2020,0,0,"New_Zealand",0.12544266
28,5,2020,0,1,"New_Zealand",0.14634977
27,5,2020,0,0,"New_Zealand",0.14634977
26,5,2020,0,0,"New_Zealand",0.14634977
25,5,2020,0,0,"New_Zealand",0.14634977
24,5,2020,0,0,"New_Zealand",0.20907109
23,5,2020,0,0,"New_Zealand",0.25088531
22,5,2020,1,0,"New_Zealand",0.27179242
21,5,2020,0,0,"New_Zealand",0.29269953
20,5,2020,0,0,"New_Zealand",0.31360664
19,5,2020,4,0,"New_Zealand",0.33451375
18,5,2020,0,0,"New_Zealand",0.25088531
17,5,2020,1,0,"New_Zealand",0.27179242
16,5,2020,0,0,"New_Zealand",0.29269953
15,5,2020,1,0,"New_Zealand",0.33451375
14,5,2020,0,0,"New_Zealand",0.37632797
13,5,2020,0,0,"New_Zealand",0.4390493
12,5,2020,0,0,"New_Zealand",0.48086351
11,5,2020,3,0,"New_Zealand",0.52267773
10,5,2020,2,0,"New_Zealand",0.48086351
9,5,2020,1,0,"New_Zealand",0.52267773
8,5,2020,2,0,"New_Zealand",0.56449195
7,5,2020,1,0,"New_Zealand",0.56449195
6,5,2020,1,1,"New_Zealand",0.54358484
5,5,2020,0,0,"New_Zealand",0.62721328
4,5,2020,1,0,"New_Zealand",0.6690275
3,5,2020,2,0,"New_Zealand",0.79447015
2,5,2020,2,1,"New_Zealand",0.83628437
1,5,2020,3,0,"New_Zealand",0.96172703
30,4,2020,3,0,"New_Zealand",0.94081992
29,4,2020,2,0,"New_Zealand",1.00354125
28,4,2020,2,0,"New_Zealand",1.08716968
27,4,2020,1,1,"New_Zealand",1.21261234
26,4,2020,4,0,"New_Zealand",1.50531187
25,4,2020,3,1,"New_Zealand",1.71438296
24,4,2020,2,1,"New_Zealand",2.06980382
23,4,2020,0,2,"New_Zealand",2.50885312
22,4,2020,5,1,"New_Zealand",2.98971663
21,4,2020,2,1,"New_Zealand",3.42876592
20,4,2020,7,0,"New_Zealand",4.0559792
19,4,2020,4,1,"New_Zealand",4.7250067
18,4,2020,8,0,"New_Zealand",5.64491951
17,4,2020,2,2,"New_Zealand",6.56483232
16,4,2020,6,0,"New_Zealand",7.54746646
15,4,2020,6,0,"New_Zealand",9.01096411
14,4,2020,8,4,"New_Zealand",8.88552145
13,4,2020,15,1,"New_Zealand",10.70443996
12,4,2020,14,0,"New_Zealand",11.97977363
11,4,2020,20,2,"New_Zealand",12.94150065
10,4,2020,23,1,"New_Zealand",14.15411299
9,4,2020,23,0,"New_Zealand",15.26218979
8,4,2020,26,0,"New_Zealand",16.30754525
7,4,2020,32,0,"New_Zealand",16.74659455
6,4,2020,39,0,"New_Zealand",16.91385142
5,4,2020,48,0,"New_Zealand",16.85113009
4,4,2020,52,0,"New_Zealand",16.11938127
3,4,2020,49,0,"New_Zealand",15.32491111
2,4,2020,76,0,"New_Zealand",14.53044096
1,4,2020,0,0,"New_Zealand",13.10875753
31,3,2020,95,0,"New_Zealand",13.35964284
30,3,2020,76,0,"New_Zealand",11.41528168
29,3,2020,60,1,"New_Zealand",9.84724848
28,3,2020,78,0,"New_Zealand",8.61372903
27,3,2020,76,0,"New_Zealand",7.00388161
26,3,2020,73,0,"New_Zealand",5.43584842
25,3,2020,47,0,"New_Zealand",3.93053655
24,3,2020,40,0,"New_Zealand",2.94790241
23,3,2020,36,0,"New_Zealand",2.11161804
22,3,2020,13,0,"New_Zealand",1.3589621
21,3,2020,14,0,"New_Zealand",1.10807679
20,3,2020,11,0,"New_Zealand",0.81537726
19,3,2020,8,0,"New_Zealand",0.58539906
18,3,2020,12,0,"New_Zealand",0.41814219
15,3,2020,2,0,"New_Zealand",0.16725687
14,3,2020,1,0,"New_Zealand",0.12544266
7,3,2020,1,0,"New_Zealand",0.10453555
6,3,2020,1,0,"New_Zealand",0.08362844
5,3,2020,1,0,"New_Zealand",0.06272133
4,3,2020,1,0,"New_Zealand",0.04181422
2,3,2020,0,0,"New_Zealand",0.02090711
1,3,2020,0,0,"New_Zealand",0.02090711
29,2,2020,0,0,"New_Zealand",0.02090711
28,2,2020,1,0,"New_Zealand",0.02090711
27,2,2020,0,0,"New_Zealand",0
26,2,2020,0,0,"New_Zealand",0
25,2,2020,0,0,"New_Zealand",0
24,2,2020,0,0,"New_Zealand",0
23,2,2020,0,0,"New_Zealand",0
22,2,2020,0,0,"New_Zealand",0
21,2,2020,0,0,"New_Zealand",0
20,2,2020,0,0,"New_Zealand",0
19,2,2020,0,0,"New_Zealand",0
18,2,2020,0,0,"New_Zealand",0
17,2,2020,0,0,"New_Zealand",0
16,2,2020,0,0,"New_Zealand",0
15,2,2020,0,0,"New_Zealand",0
14,2,2020,0,0,"New_Zealand",0
13,2,2020,0,0,"New_Zealand",0
12,2,2020,0,0,"New_Zealand",0
11,2,2020,0,0,"New_Zealand",0
10,2,2020,0,0,"New_Zealand",0
9,2,2020,0,0,"New_Zealand",0
8,2,2020,0,0,"New_Zealand",0
7,2,2020,0,0,"New_Zealand",0
6,2,2020,0,0,"New_Zealand",0
5,2,2020,0,0,"New_Zealand",0
4,2,2020,0,0,"New_Zealand",0
3,2,2020,0,0,"New_Zealand",0
2,2,2020,0,0,"New_Zealand",0
1,2,2020,0,0,"New_Zealand",0
31,1,2020,0,0,"New_Zealand",0
30,1,2020,0,0,"New_Zealand",0
29,1,2020,0,0,"New_Zealand",0
28,1,2020,0,0,"New_Zealand",0
27,1,2020,0,0,"New_Zealand",0
26,1,2020,0,0,"New_Zealand",0
25,1,2020,0,0,"New_Zealand",0
24,1,2020,0,0,"New_Zealand",0
23,1,2020,0,0,"New_Zealand",0
22,1,2020,0,0,"New_Zealand",0
21,1,2020,0,0,"New_Zealand",0
20,1,2020,0,0,"New_Zealand",0
19,1,2020,0,0,"New_Zealand",0
18,1,2020,0,0,"New_Zealand",0
17,1,2020,0,0,"New_Zealand",0
16,1,2020,0,0,"New_Zealand",0
15,1,2020,0,0,"New_Zealand",0
14,1,2020,0,0,"New_Zealand",0
13,1,2020,0,0,"New_Zealand",0
12,1,2020,0,0,"New_Zealand",NA
11,1,2020,0,0,"New_Zealand",NA
10,1,2020,0,0,"New_Zealand",NA
9,1,2020,0,0,"New_Zealand",NA
8,1,2020,0,0,"New_Zealand",NA
7,1,2020,0,0,"New_Zealand",NA
6,1,2020,0,0,"New_Zealand",NA
5,1,2020,0,0,"New_Zealand",NA
4,1,2020,0,0,"New_Zealand",NA
3,1,2020,0,0,"New_Zealand",NA
2,1,2020,0,0,"New_Zealand",NA
1,1,2020,0,0,"New_Zealand",NA
31,12,2019,0,0,"New_Zealand",NA
14,12,2020,0,0,"Nicaragua",1.57359946
13,12,2020,0,0,"Nicaragua",1.57359946
12,12,2020,0,0,"Nicaragua",1.57359946
11,12,2020,0,0,"Nicaragua",1.57359946
10,12,2020,0,0,"Nicaragua",1.57359946
9,12,2020,49,1,"Nicaragua",1.57359946
8,12,2020,0,0,"Nicaragua",1.72637611
7,12,2020,0,0,"Nicaragua",1.72637611
6,12,2020,0,0,"Nicaragua",1.72637611
5,12,2020,0,0,"Nicaragua",2.70414665
4,12,2020,0,0,"Nicaragua",2.70414665
3,12,2020,0,0,"Nicaragua",2.70414665
2,12,2020,54,1,"Nicaragua",2.70414665
1,12,2020,0,0,"Nicaragua",1.87915276
30,11,2020,0,0,"Nicaragua",1.87915276
29,11,2020,0,0,"Nicaragua",1.87915276
28,11,2020,0,0,"Nicaragua",1.87915276
27,11,2020,0,0,"Nicaragua",1.87915276
26,11,2020,0,0,"Nicaragua",1.87915276
25,11,2020,59,1,"Nicaragua",2.94858928
24,11,2020,0,0,"Nicaragua",2.04720707
23,11,2020,0,0,"Nicaragua",2.04720707
22,11,2020,64,0,"Nicaragua",2.04720707
21,11,2020,0,0,"Nicaragua",1.06943653
20,11,2020,0,0,"Nicaragua",1.06943653
19,11,2020,0,0,"Nicaragua",2.24581671
18,11,2020,0,1,"Nicaragua",2.24581671
17,11,2020,0,0,"Nicaragua",2.24581671
16,11,2020,0,0,"Nicaragua",2.24581671
15,11,2020,0,0,"Nicaragua",2.24581671
14,11,2020,0,0,"Nicaragua",2.24581671
13,11,2020,0,0,"Nicaragua",2.24581671
12,11,2020,70,1,"Nicaragua",2.24581671
11,11,2020,0,0,"Nicaragua",1.17638018
10,11,2020,0,0,"Nicaragua",2.39859335
9,11,2020,0,0,"Nicaragua",2.39859335
8,11,2020,0,0,"Nicaragua",2.39859335
7,11,2020,0,0,"Nicaragua",2.39859335
6,11,2020,77,1,"Nicaragua",2.39859335
5,11,2020,0,0,"Nicaragua",1.22221317
4,11,2020,0,0,"Nicaragua",1.22221317
3,11,2020,0,0,"Nicaragua",2.45970401
2,11,2020,0,0,"Nicaragua",2.45970401
1,11,2020,0,0,"Nicaragua",2.45970401
31,10,2020,0,0,"Nicaragua",2.45970401
30,10,2020,0,0,"Nicaragua",2.45970401
29,10,2020,0,0,"Nicaragua",2.45970401
28,10,2020,80,1,"Nicaragua",2.45970401
27,10,2020,0,0,"Nicaragua",2.597203
26,10,2020,0,0,"Nicaragua",2.597203
25,10,2020,0,0,"Nicaragua",2.597203
24,10,2020,0,0,"Nicaragua",2.597203
23,10,2020,0,0,"Nicaragua",2.597203
22,10,2020,0,0,"Nicaragua",2.597203
21,10,2020,81,1,"Nicaragua",2.597203
20,10,2020,0,0,"Nicaragua",2.79581264
19,10,2020,0,0,"Nicaragua",2.79581264
18,10,2020,0,0,"Nicaragua",2.79581264
17,10,2020,0,0,"Nicaragua",2.79581264
16,10,2020,0,0,"Nicaragua",2.79581264
15,10,2020,0,0,"Nicaragua",2.79581264
14,10,2020,89,1,"Nicaragua",2.79581264
13,10,2020,0,0,"Nicaragua",2.91803395
12,10,2020,0,0,"Nicaragua",2.91803395
11,10,2020,0,0,"Nicaragua",2.91803395
10,10,2020,0,0,"Nicaragua",2.91803395
9,10,2020,0,0,"Nicaragua",2.91803395
8,10,2020,0,0,"Nicaragua",2.91803395
7,10,2020,94,2,"Nicaragua",2.91803395
6,10,2020,0,0,"Nicaragua",3.19303192
5,10,2020,0,0,"Nicaragua",3.19303192
4,10,2020,0,0,"Nicaragua",3.19303192
3,10,2020,0,0,"Nicaragua",3.19303192
2,10,2020,0,0,"Nicaragua",3.19303192
1,10,2020,0,0,"Nicaragua",3.19303192
30,9,2020,97,2,"Nicaragua",3.19303192
29,9,2020,0,0,"Nicaragua",3.89580449
28,9,2020,0,0,"Nicaragua",3.89580449
27,9,2020,0,0,"Nicaragua",3.89580449
26,9,2020,0,0,"Nicaragua",3.89580449
25,9,2020,0,0,"Nicaragua",3.89580449
24,9,2020,0,0,"Nicaragua",3.89580449
23,9,2020,112,2,"Nicaragua",3.89580449
22,9,2020,0,0,"Nicaragua",4.47635575
21,9,2020,0,0,"Nicaragua",4.47635575
20,9,2020,0,0,"Nicaragua",4.47635575
19,9,2020,0,0,"Nicaragua",4.47635575
18,9,2020,0,0,"Nicaragua",4.47635575
17,9,2020,0,0,"Nicaragua",4.47635575
16,9,2020,143,3,"Nicaragua",4.47635575
15,9,2020,0,0,"Nicaragua",4.94996336
14,9,2020,0,0,"Nicaragua",4.94996336
13,9,2020,0,0,"Nicaragua",4.94996336
12,9,2020,0,0,"Nicaragua",4.94996336
11,9,2020,0,0,"Nicaragua",4.94996336
10,9,2020,0,0,"Nicaragua",4.94996336
9,9,2020,150,3,"Nicaragua",4.94996336
8,9,2020,0,0,"Nicaragua",5.45412629
7,9,2020,0,0,"Nicaragua",5.45412629
6,9,2020,0,0,"Nicaragua",5.45412629
5,9,2020,0,0,"Nicaragua",5.45412629
4,9,2020,0,0,"Nicaragua",5.45412629
3,9,2020,0,0,"Nicaragua",5.45412629
2,9,2020,174,4,"Nicaragua",5.45412629
1,9,2020,0,0,"Nicaragua",5.79023491
31,8,2020,0,0,"Nicaragua",5.79023491
30,8,2020,0,0,"Nicaragua",5.79023491
29,8,2020,0,0,"Nicaragua",5.79023491
28,8,2020,0,0,"Nicaragua",5.79023491
27,8,2020,0,0,"Nicaragua",5.79023491
26,8,2020,183,4,"Nicaragua",5.79023491
25,8,2020,0,0,"Nicaragua",6.24856485
24,8,2020,0,0,"Nicaragua",6.24856485
23,8,2020,0,0,"Nicaragua",6.24856485
22,8,2020,0,0,"Nicaragua",6.24856485
21,8,2020,0,0,"Nicaragua",6.24856485
20,8,2020,0,0,"Nicaragua",6.24856485
19,8,2020,196,5,"Nicaragua",6.24856485
18,8,2020,0,0,"Nicaragua",6.76800545
17,8,2020,0,0,"Nicaragua",6.76800545
16,8,2020,0,0,"Nicaragua",6.76800545
15,8,2020,0,0,"Nicaragua",6.76800545
14,8,2020,0,0,"Nicaragua",6.76800545
13,8,2020,0,0,"Nicaragua",6.76800545
12,8,2020,213,5,"Nicaragua",6.76800545
11,8,2020,0,0,"Nicaragua",7.07355875
10,8,2020,0,0,"Nicaragua",7.07355875
9,8,2020,0,0,"Nicaragua",7.07355875
8,8,2020,0,0,"Nicaragua",7.07355875
7,8,2020,0,0,"Nicaragua",7.07355875
6,8,2020,0,0,"Nicaragua",7.07355875
5,8,2020,230,7,"Nicaragua",7.07355875
4,8,2020,0,0,"Nicaragua",8.02077396
3,8,2020,0,0,"Nicaragua",8.02077396
2,8,2020,0,0,"Nicaragua",8.02077396
1,8,2020,0,0,"Nicaragua",8.02077396
31,7,2020,0,0,"Nicaragua",8.02077396
30,7,2020,0,0,"Nicaragua",8.02077396
29,7,2020,233,8,"Nicaragua",8.02077396
28,7,2020,0,0,"Nicaragua",9.05965516
27,7,2020,0,0,"Nicaragua",9.05965516
26,7,2020,0,0,"Nicaragua",9.05965516
25,7,2020,0,0,"Nicaragua",9.05965516
24,7,2020,0,0,"Nicaragua",9.05965516
23,7,2020,0,0,"Nicaragua",9.05965516
22,7,2020,292,9,"Nicaragua",9.05965516
21,7,2020,0,0,"Nicaragua",9.59437342
20,7,2020,0,0,"Nicaragua",9.59437342
19,7,2020,0,0,"Nicaragua",9.59437342
18,7,2020,0,0,"Nicaragua",9.59437342
17,7,2020,0,0,"Nicaragua",9.59437342
16,7,2020,0,0,"Nicaragua",9.59437342
15,7,2020,301,8,"Nicaragua",9.59437342
14,7,2020,0,0,"Nicaragua",10.32770132
13,7,2020,0,0,"Nicaragua",10.32770132
12,7,2020,0,0,"Nicaragua",10.32770132
